;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
65;18;770358230;26.0;N;2.0;;;Y;;;Y;;;Y;;;;;;;;4.0;0;1.0;sick;5.0;sick;3.0;Because of the cloudiness in the left lung;1.0;sick;6.0;sick;4.0;;1.0;healt;3.0;healt;2.0;;1.0;healt;5.0;healt;3.0;;1.0;sick;3.0;healt;3.0;;1.0;sick;3.0;sick;2.0;;1.0;sick;4.0;sick;5.0;It is focussing on a lot of white areas;1.0;healt;3.0;healt;2.0;;1.0;healt;3.0;healt;2.0;;1.0;sick;5.0;sick;3.0;;1.0;sick;5.0;sick;4.0;Cloudiness in the top of the right lung;1.0;healt;3.0;healt;3.0;It is mostly looking at the heart;Don't know;Don't know;2.0;4.0;4.0;3.0;1.0;1.0;2.0;2.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;Y;;;Y;Y;;;1077.11;93.17;34.53;31.44;28.61;51.25;31.39;83.21;25.46;67.39;22.56;80.7;105.72;104.93;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;1;0;0;1;7;6;0;0.9166666666666666;0.5833333333333334;0.5;0.3333333333333333;0.6666666666666666;3.0;2.6666666666666665;3.3333333333333335;54.619166666666665;2.5;2.0;1.0;1.0;1.0
67;18;1362831860;67.0;N;2.0;;;Y;Y;;;;;;Y;;;;;;;4.0;2;0.79;sick;7.0;sick;7.0;the photo is very cloudy, indicating that the person has pneumonia;-1.0;sick;7.0;sick;7.0;the image is very cloudy;-1.0;healt;3.0;healt;2.0;since i got the last 2 wrong, I'm thinking this one would also be no pneumonia because it's just the bottom of the image that's not clear;-1.0;healt;6.0;healt;5.0;lungs look clear;0.91;sick;7.0;sick;7.0;the xray is similar to others that indicate pneumonia because it is cloudy;-1.0;sick;7.0;sick;7.0;lungs look cloudy;-1.0;sick;7.0;sick;7.0;lungs look cloudy;0.44;healt;7.0;sick;7.0;the lungs look fairly clear;-1.0;healt;7.0;healt;7.0;lungs look clear;-1.0;healt;7.0;sick;7.0;lungs look very cloudy;-1.0;sick;5.0;sick;4.0;"the image looks somewhat cloudy at the bottom, but i'm not sure if it's in the lungs or stomach
";1.0;sick;2.0;sick;3.0;this one was difficult because while it did look a little cloudy, it didn't look all that bad;whether the image is cloudy or not;how clear the lungs look;4.0;4.0;4.0;4.0;4.0;1.0;4.0;4.0;7.0;1.0;3.0;1.0;4.0;1.0;5.0;4.0;4.0;5.0;1.0;5.0;4.0;Y;Y;;Y;Y;;;925.33;61.84;36.97;94.82;22.1;60.52;25.31;23.16;37.39;32.48;25.01;48.93;58.29;125.58;1;1;0;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;7;5;8;0.75;0.75;0.5;0.5;0.5;6.0;7.0;5.0;54.51;3.5;4.0;1.0;4.0;3.75
69;18;204008770;25.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;4.0;Shadows and a more cloudy image;1.0;sick;6.0;sick;5.0;CLoudy;1.0;healt;4.0;healt;4.0;Slightly clearer;1.0;sick;5.0;sick;5.0;Cloudy;1.0;healt;6.0;healt;5.0;Clearer image;1.0;sick;7.0;healt;4.0;Clearer picture;1.0;healt;6.0;healt;5.0;Clear;-1.0;healt;7.0;healt;7.0;Super clear;-1.0;healt;5.0;healt;5.0;Slightly clear;-1.0;sick;5.0;sick;4.0;Cloudy;1.0;sick;4.0;sick;5.0;Cloudy;1.0;healt;5.0;healt;4.0;Clear;Cloudier image, more artefacts.;Clearer image,  no artefacts. ;4.0;4.0;4.0;4.0;5.0;5.0;4.0;4.0;7.0;2.0;3.0;3.0;3.0;2.0;5.0;5.0;5.0;5.0;1.0;4.0;5.0;Y;Y;;Y;Y;;AI can work alongside a medical professional now, in future AI can work solo;837.31;71.66;24.48;22.19;30.38;28.31;73.93;22.99;22.82;23.51;20.69;35.31;27.7;166.64;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;1;8;7;3;0.8888888888888888;0.5555555555555556;0.5555555555555556;0.4;0.75;4.555555555555555;4.6;4.5;37.43888888888889;4.333333333333333;4.0;1.6666666666666667;4.25;4.0
70;18;1820480565;32.0;N;2.0;;;Y;;;;;;Y;;;;;;;;3.0;2;1.0;sick;6.0;sick;6.0;The lungs look cloudy;-1.0;sick;7.0;sick;7.0;You can barely see the lungs from cloudiness;-1.0;sick;4.0;sick;5.0;The lungs have a bit of white cloud on the bottom;-1.0;healt;4.0;healt;4.0;The lungs look dark and clear;-1.0;sick;3.0;sick;2.0;The lungs look a little bit white;-1.0;sick;5.0;sick;4.0;The lungs are fairly cloudy;-1.0;sick;5.0;sick;4.0;The lungs have a white film over them;-1.0;healt;5.0;healt;5.0;The lungs looks quite clear and dark;-1.0;healt;3.0;healt;3.0;The lungs look fairly clear but a hint of cloudiness could be picked up;-1.0;sick;7.0;sick;7.0;The lungs are very cloudy;-1.0;healt;4.0;healt;3.0;The lungs look quite clear;-1.0;healt;4.0;healt;4.0;The lungs look quite clear but have a lot of white around them;How cloudy the lungs look and if the area is dark and clear with clear edges around the lungs;How dark the lung area is and if it is clear at the edges;4.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;6.0;2.0;3.0;3.0;3.0;2.0;2.0;4.0;3.0;3.0;2.0;3.0;3.0;Y;;Y;;;;;1078.98;107.53;24.53;30.98;29.93;55.69;59.84;17.76;54.75;54.81;68.79;21.08;34.08;170.6;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;7;9;11;1.0;1.0;1.0;NaN;1.0;6.0;6.0;NaN;107.53;3.0;2.5;2.0;2.75;3.25
73;18;619734107;33.0;N;2.0;;;Y;;;;;;;Y;;;;;;;5.0;1;0.71;sick;5.0;sick;5.0;The areas it highlighted looked like they had areas that were infected/;0.97;sick;6.0;sick;6.0;The green areas were all in the parts of the x-ray that were white.;0.57;healt;3.0;healt;3.0;The green areas didn't seem to be placed on anything that looked different.;0.89;healt;4.0;healt;4.0;The green areas picked up a part of the lung that was clear.;0.97;sick;4.0;sick;5.0;The highlighted areas were focused on a part of the x-ray that seemed to have something in it.;0.19;sick;4.0;sick;4.0;The green areas seemed to be focusing on some parts that were cloudy.;0.43;sick;5.0;sick;4.0;The green parts looked cloudy.;0.83;healt;5.0;healt;4.0;The green areas were on parts of the lung that weren't cloudy as well as other organs.;0.57;healt;5.0;healt;5.0;The green areas were on parts of the x-ray that were clear and not cloudy.;1.0;sick;6.0;sick;6.0;The green areas were all on parts of the x-ray that were white.;0.84;sick;5.0;sick;5.0;One of the green areas at the top was on a part of the x-ray that looks cloudy at second-glance/;0.9;healt;3.0;sick;5.0;The areas that were shaded green were all on parts of the x-ray that were showing up as white and not clear.;Whether the x-ray is white and cloudy where it wouldn't be expected.;That the areas that are supposed to be black are black.;2.0;2.0;2.0;1.0;2.0;2.0;4.0;4.0;4.0;3.0;5.0;5.0;5.0;2.0;3.0;5.0;5.0;5.0;3.0;4.0;4.0;Y;Y;;Y;;;;1273.31;55.04;43.15;139.51;50.73;46.05;178.41;148.67;39.14;36.32;36.35;44.33;49.68;166.14;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;7;6;0;0.9166666666666666;0.5833333333333334;0.5;0.3333333333333333;0.6666666666666666;4.666666666666667;4.833333333333333;4.5;72.28166666666667;1.8333333333333333;4.0;2.6666666666666665;4.25;5.0
75;18;1337971646;24.0;N;1.0;;;Y;Y;Y;Y;;;;Y;;;;;;;4.0;0;1.0;sick;6.0;sick;5.0;because of the AIs green and bright relveance;1.0;sick;7.0;sick;6.0;;-1.0;sick;5.0;sick;5.0;;-1.0;sick;4.0;sick;4.0;;-1.0;healt;4.0;healt;4.0;;0.94;sick;6.0;sick;6.0;;1.0;sick;4.0;sick;5.0;;-1.0;healt;5.0;healt;5.0;;1.0;healt;4.0;healt;4.0;lack of clear heatmaps;0.98;sick;6.0;sick;6.0;lots of white dots;-1.0;healt;4.0;healt;4.0;;1.0;healt;4.0;healt;4.0;;the white dots and space and lacks of white space;lack of white space;3.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;8.0;1.0;1.0;3.0;4.0;1.0;3.0;3.0;2.0;4.0;2.0;4.0;4.0;Y;Y;Y;Y;;;;670.46;68.02;12.11;11.23;12.18;15.23;13.7;30.4;13.5;65.76;28.74;10.85;11.64;114.38;1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;7;9;5;1.0;0.5714285714285714;0.7142857142857143;0.6666666666666666;0.75;5.142857142857143;5.0;5.5;32.910000000000004;3.8333333333333335;3.5;1.3333333333333333;3.5;2.5
76;18;1652427518;32.0;N;2.0;;;Y;Y;;;;;Y;;;;;;;;4.0;1;1.0;sick;6.0;sick;6.0;based on the examples from previous slides;-1.0;sick;5.0;sick;6.0;white areas;1.0;sick;5.0;sick;5.0;bit more tricky;-1.0;sick;2.0;healt;2.0;not confident;-1.0;sick;5.0;sick;5.0;white areas;-1.0;sick;6.0;sick;6.0;looks blurry so i would say they have it;1.0;sick;6.0;sick;6.0;same as previous examples;-1.0;healt;6.0;healt;6.0;clear image;-1.0;healt;4.0;healt;3.0;not sure;-1.0;sick;5.0;sick;5.0;looks very white;-1.0;sick;6.0;sick;6.0;white areas again;-1.0;healt;5.0;healt;4.0;same as previous;white concentrated areas;black areas;4.0;3.0;3.0;4.0;3.0;3.0;4.0;4.0;8.0;1.0;2.0;1.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;4.0;Y;;;;;;no thank you;858.63;56.12;32.6;43.88;38.06;28.23;36.14;50.39;25.74;30.63;38.96;29.05;28.49;126.39;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;7;8;9;1.0;0.6666666666666666;0.6666666666666666;NaN;0.6666666666666666;5.666666666666667;5.5;6.0;50.129999999999995;3.3333333333333335;4.0;1.0;1.25;2.0
79;18;2086735177;35.0;N;2.0;;;Y;;;;;;;Y;;;;;;;6.0;1;1.0;sick;2.0;sick;2.0;The green areas did not look completely clear, as they did on x-rays of non-infected people, particularly in the selected areas.;0.64;sick;2.0;sick;2.0;Lungs are very cloudy, especially the right lung.;0.88;sick;2.0;sick;2.0;Again the  lungs do not look clear (but some of the areas in green were clearly breast tissue, not the lungs, so the AI may have been wrong on this one);0.58;healt;1.0;healt;1.0;The lungs look a bit clearer.;0.52;healt;2.0;healt;2.0;Looks a bit clearer.;0.77;healt;2.0;healt;2.0;They look similar to other lungs where the AI decided there was no pneumonia.;0.94;sick;2.0;sick;2.0;Lungs do not look clear.;0.72;sick;2.0;sick;2.0;Some shadowy bits on the lungs.;1.0;sick;2.0;sick;2.0;Again the lungs are shadowy and unclear.;-1.0;sick;2.0;sick;2.0;Because the lungs do not look clear.;0.76;healt;2.0;healt;2.0;The lungs look a bit clearer than some of the other images.;0.68;healt;2.0;sick;2.0;The areas that were picked up on by the AI were mostly breast tissue again, not lung tissue, so I think they have decided that they are not clear.;The surrounding tissue of the lungs;The lungs themselves;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;Y;;Y;;;;I'm guessing that trained personnel would have some idea as to how reliable the AI was.;967.08;70.66;43.54;92.24;46.14;25.92;38.74;32.36;54.43;42.71;42.75;40.05;101.8;129.58;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;7;4;1;0.9090909090909091;0.5454545454545454;0.36363636363636365;0.2;0.5;1.9090909090909092;2.0;1.8571428571428572;53.50818181818182;1.0;3.0;2.0;2.0;2.0
80;18;1731145170;36.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;2;1.0;sick;6.0;sick;5.0;There is a clear enough distinction between the left and right images.;1.0;sick;5.0;sick;5.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;healt;5.0;sick;5.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;healt;4.0;healt;6.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;sick;4.0;sick;4.0;The distinction between the images isn't as great as the previous images.;1.0;sick;5.0;sick;5.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;sick;6.0;healt;6.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;sick;4.0;sick;4.0;The images don't have a very clear distinction between them.;1.0;healt;5.0;healt;7.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;sick;5.0;healt;5.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;healt;5.0;healt;6.0;It seems no matter what, if the lungs get clearer when you slide the slider to the right, the AI will always say suffering from pneumonia.  If it gets cloudier, the AI will always say not suffering from pneumonia.;1.0;sick;4.0;healt;3.0;I'm basing it off the decision the AI made prior to this example.;If the image gets clearer when using the slider, it predicts pneumonia.;If the image gets cloudier when using the slider, it predicts healthy lungs.;4.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;4.0;1.0;5.0;4.0;5.0;1.0;4.0;6.0;6.0;4.0;1.0;4.0;3.0;Y;;Y;;;;;931.51;66.84;85.23;23.42;15.84;72.3;10.83;11.15;63.99;8.8;11.56;15.8;97.4;159.44;1;1;0;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;6;10;0;0.6666666666666666;0.5;0.8333333333333334;0.8333333333333334;0.8333333333333334;5.083333333333333;5.1;5.0;40.26333333333333;2.8333333333333335;2.0;1.0;4.0;5.5
83;18;1348629807;55.0;N;2.0;;;;Y;;;;;;Y;;;;;;;3.0;2;1.0;healt;4.0;healt;4.0;"Doesn't appear to be much shading in the lung
";0.99;sick;4.0;sick;4.0;very shaded lungs;0.98;healt;5.0;healt;5.0;clear looking lungs;1.0;sick;3.0;sick;2.0;not sure if those are breasts or shading;1.0;sick;4.0;sick;4.0;lungs look wooly;1.0;sick;4.0;sick;4.0;"shading
";1.0;sick;4.0;sick;3.0;very wooly looking;1.0;healt;4.0;healt;4.0;lungs look clear;1.0;healt;4.0;healt;4.0;No shading in lung;1.0;sick;4.0;sick;4.0;Lungs look full;1.0;sick;4.0;sick;3.0;quite blurry picture;1.0;sick;2.0;sick;2.0;blurry but not too much so unsure;'fog' over the lungs and thickness of the white shading;how much of the lungs appear clear and without shading;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;4.0;1.0;2.0;2.0;3.0;1.0;3.0;3.0;3.0;3.0;1.0;3.0;4.0;Y;Y;Y;Y;Y;;no thanks;1188.18;79.38;34.47;38.64;57.89;57.16;51.14;36.14;30.48;62.2;55.57;47.57;46.0;207.29;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;6;6;0;1.0;0.5;0.5;0.5;0.5;3.5833333333333335;3.6666666666666665;3.5;49.72;2.6666666666666665;2.5;1.0;2.75;2.75
84;18;1418614281;46.0;N;1.0;;;;Y;Y;;;;;Y;Y;;;;;;4.0;2;1.0;sick;6.0;sick;6.0;Because the lungs in the x ray  is white ;1.0;sick;5.0;sick;5.0;Not ok;1.0;sick;6.0;healt;6.0;Ok;1.0;sick;5.0;sick;6.0;Left lung is white;1.0;healt;4.0;healt;5.0;Lungs are dark enough ;1.0;healt;5.0;healt;5.0;Ok;1.0;sick;5.0;sick;4.0;Ok;1.0;healt;6.0;healt;7.0;Both lungs seems ok;1.0;sick;5.0;sick;5.0;Not ok;-1.0;sick;5.0;sick;5.0;Not ok;1.0;sick;6.0;sick;5.0;Not ok;1.0;healt;6.0;healt;6.0;Not ok;Yes;Darker ones;3.0;2.0;2.0;4.0;3.0;3.0;4.0;4.0;8.0;1.0;5.0;6.0;4.0;1.0;6.0;5.0;5.0;6.0;1.0;2.0;4.0;Y;Y;;;;;No;1335.38;151.53;58.54;37.22;42.93;133.48;25.7;45.43;38.39;37.9;32.52;33.74;36.49;142.87;1;1;1;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;8;5;1;0.9090909090909091;0.6363636363636364;0.45454545454545453;0.4;0.5;5.454545454545454;6.0;5.0;58.30454545454545;2.8333333333333335;4.0;1.0;5.0;4.75
85;18;567064062;27.0;N;1.0;;;Y;;;;;;Y;;;;;;;;6.0;0;1.0;sick;6.0;sick;6.0;;1.0;sick;6.0;sick;6.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;5.0;healt;5.0;;1.0;healt;6.0;healt;6.0;;1.0;sick;6.0;sick;6.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;7.0;healt;7.0;;1.0;healt;6.0;healt;6.0;;1.0;sick;7.0;sick;7.0;;1.0;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;How blurred the lungs are and the location of where the blur is;how clear the lungs are;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;Y;Y;Y;Y;;;;537.29;48.84;25.42;11.91;14.4;18.64;7.98;19.99;10.38;9.6;9.03;31.48;15.91;89.67;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;1;8;8;0;1.0;0.6666666666666666;0.6666666666666666;0.5;0.8333333333333334;6.083333333333333;6.125;6.0;18.631666666666664;2.1666666666666665;2.0;1.0;1.0;1.0
86;18;1665120805;38.0;N;1.0;;Y;;;;;;;Y;;;;;;;;2.0;0;1.0;sick;5.0;sick;5.0;Because the green areas seem to suggest something in the lungs, rather than clear areas, so they would only support a decision of pneumonia. ;1.0;healt;3.0;healt;4.0;There are not many green areas, and they don't seem to confirm either clear areas or obstructed areas.;1.0;healt;5.0;healt;5.0;The green areas seem to show clear parts of the lungs, which would be supporting a diagnosis of no pneumonia.;1.0;healt;4.0;healt;4.0;These where there's not a lot of green are hard to decide, but this green seems to be in clear areas.;1.0;sick;5.0;sick;5.0;;0.91;healt;2.0;healt;2.0;;1.0;sick;3.0;sick;3.0;;1.0;healt;5.0;healt;5.0;Not many highlights, but those parts that are highlighted seem to be clear.;0.91;healt;5.0;healt;5.0;The green areas seem to show clear parts of the lungs.;0.75;healt;3.0;healt;3.0;;1.0;healt;5.0;healt;5.0;The green areas seem to suggest clear parts of the lungs, which would only support a diagnosis on no pneumonia.;1.0;healt;2.0;healt;2.0;;I have no idea. I initially thought the green was more likely to be on the more opaque areas of the lungs, indicating an infection, but as I only scored about 50%, that's clearly not the case. The description and example X-rays at the beginning of the survey are insufficient for a lay-person to make an informed decision, as they don't clearly state what the AI is looking at when diagnosing.;I thought it was the clearer areas of the image, indicating no infection, but that does not seem to be the case.;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;4.0;3.0;3.0;5.0;3.0;3.0;2.0;4.0;6.0;4.0;3.0;Y;Y;;;Y;;I don't think sufficient examples with explanations are given for how the AI makes its decision, either at the beginning or during the survey. I still don't know how the AI came to its conclusions, so it would have been nice to have been told after each answer how the AI decided what it did.;1093.75;83.2;91.19;45.67;73.12;30.71;28.42;71.21;42.12;36.97;23.81;103.53;39.33;218.74;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;5;7;0;1.0;0.4166666666666667;0.5833333333333334;0.6666666666666666;0.5;4.0;4.285714285714286;3.6;55.77333333333333;1.0;3.0;4.0;3.5;3.0
87;18;191613748;55.0;N;1.0;;;Y;Y;;;;;Y;Y;;;;;;;4.0;0;1.0;sick;5.0;sick;5.0;The large area of bright green on the heat map;0.98;healt;7.0;healt;7.0;hardly any green is shown on the heat map;1.0;sick;7.0;sick;7.0;A large area of green is shown on the heat map;0.95;healt;6.0;healt;6.0;a very small area of green on the heat map;1.0;sick;3.0;sick;3.0;the heat map shows bright green in the patient's left lung and going up into the throat;1.0;sick;6.0;sick;5.0;a large area of green is shown on the heat map;1.0;healt;3.0;healt;2.0;the lungs look mostly OK;1.0;healt;5.0;healt;5.0;The heat map doesn't show much green;1.0;sick;7.0;sick;6.0;The patient's right lung shows up as bright green on the heat map;1.0;sick;3.0;sick;3.0;there is a patch of bright green on the patient's left lung;1.0;sick;5.0;sick;3.0;A bright green area in the patient's right lung;1.0;healt;4.0;healt;3.0;the lungs look mostly OK;the amount of bright green in the patient's lungs when viewed as a heat map;how much area of the lungs is not green;3.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;4.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0;Y;Y;Y;Y;;;In some cases I didn't understand why the AI decided that pneumonia was present;1443.05;81.2;61.04;52.19;39.72;77.81;60.87;44.28;79.55;64.37;62.31;65.68;26.34;215.89;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;1;0;0;0;1;7;7;0;1.0;0.5833333333333334;0.5833333333333334;0.5;0.6666666666666666;4.583333333333333;4.285714285714286;5.0;59.61333333333334;2.5;2.0;2.0;2.25;2.5
90;18;1261959670;28.0;N;2.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;6.0;sick;6.0;Due to the patches at the lower lung region.;1.0;sick;7.0;healt;6.0;It hasnt picked up the fluid in lungs.;1.0;healt;6.0;healt;6.0;Lung fields clear;0.82;healt;7.0;healt;7.0;;0.87;sick;4.0;sick;4.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;5.0;healt;6.0;As there is very little cloudy patches and regions.;1.0;healt;7.0;healt;6.0;Not areas of [atchiness;1.0;healt;6.0;healt;4.0;Not sure as it shows lots of green but the lungs look clear;0.98;sick;6.0;healt;4.0;As it hasnt picked up the patchy areas;0.93;healt;6.0;sick;4.0;As there are some patches within the lungs;1.0;healt;7.0;healt;6.0;Lung fields look clear.;Areas which are more patchy,;Lack of patchy areas.;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;7.0;4.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;4.0;Y;;Y;;;;The green often didnt tally up with areas of patchiness. There often seemed to be no correlation between areas of unclear lung and the green markings.;868.86;72.41;50.58;43.79;21.63;25.99;15.41;84.95;36.46;49.67;38.34;68.17;44.44;228.27;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;7;8;0;0.75;0.5833333333333334;0.6666666666666666;0.6666666666666666;0.6666666666666666;5.416666666666667;5.25;5.75;45.98666666666667;2.1666666666666665;2.5;2.0;1.25;1.5
